number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass
4,76.4445625,51.65710039,59.35667247,35.25519546,1.199540745,1.290079623,121.3276,14.45510895,43.82335412,44.28397132
4,93.5306,91.2202,68.45176101,74.02066485,1.168103274,1.161255761,141.2506,36.95065714,56.7636543,48.64941828
5,92.34848,89.8,71.91646802,73.07640779,1.432318626,1.26873671,141.2506,33.02702857,50.82597358,48.00396918
5,92.34848,88.3798,71.91646802,72.1441963,1.432318626,1.335715207,141.2506,29.1034,50.82597358,47.30710602
5,92.34848,86.9596,71.91646802,71.22387672,1.432318626,1.384425624,141.2506,25.17977143,50.82597358,46.55652013
5,92.34848,85.5394,71.91646802,70.31529736,1.432318626,1.418504791,141.2506,24.94837143,50.82597358,45.74956739
5,92.34848,84.1192,71.91646802,69.41830844,1.432318626,1.438685038,141.2506,24.94837143,50.82597358,44.88320767
4,60.36015982,66.43866037,42.44841406,41.7077096,1.073149006,0.746251574,122.90607,49.86349171,48.84654141,56.53445782
4,60.36015982,64.86821852,42.44841406,40.81937953,1.073149006,0.795058111,122.90607,47.23024131,48.84654141,56.09268472
5,83.24476,79.96163333,59.50608142,60.16110851,1.311510373,1.34520296,192.981,32.1635,67.23383471,61.81330799
5,83.24476,79.96163333,59.50608142,60.16110851,1.311510373,1.34520296,192.981,32.1635,67.23383471,61.81330799
4,76.4445625,51.24566538,59.35667247,34.93526616,1.199540745,1.291888138,121.3276,14.28831923,43.82335412,44.19212522
4,95.45068,57.09370154,69.27269554,36.63598859,1.161762834,1.336600888,148.93092,12.51216923,58.97342845,52.95105755
4,91.8081,55.97290769,67.68930284,36.37626079,1.173513988,1.33253261,134.3606,12.51216923,54.87713673,50.76577001
4,76.4445625,51.24566538,59.35667247,34.93526616,1.199540745,1.291888138,121.3276,14.28831923,43.82335412,44.19212522
4,92.2091,90.46505714,67.86910795,73.65997412,1.172280292,1.159144363,135.9646,36.95065714,55.30769533,47.64938068
4,76.4445625,51.79638828,59.35667247,35.36416735,1.199540745,1.289459251,121.3276,14.51157422,43.82335412,44.31415642
4,90.2786,89.36191429,66.98998734,73.1132338,1.178059558,1.155591411,128.2426,36.95065714,53.2860956,46.28261861
5,83.24476,79.96163333,59.50608142,60.16110851,1.311510373,1.34520296,192.981,32.1635,67.23383471,61.81330799
4,76.5177175,56.44249229,59.31009613,35.65588427,1.197273033,1.016495368,122.90607,33.21512086,44.28945853,52.13676921
4,76.4445625,49.15603143,59.35667247,33.42416709,1.199540745,1.352386897,121.3276,6.616514286,43.82335412,42.62774663
5,85.99348,51.010028,65.72105999,32.64976921,1.402549972,1.404154826,141.2506,17.64012667,52.96152067,50.1113694
4,76.4445625,49.15603143,59.35667247,33.42416709,1.199540745,1.352386897,121.3276,6.616514286,43.82335412,42.62774663
4,96.03285,57.27283077,69.51592978,36.67552162,1.159784345,1.337107754,151.2596,12.51216923,59.66389153,53.31822319
5,111.43708,57.38427308,83.42645642,36.69955208,1.419140286,1.466152477,157.0546,17.79926923,61.61968167,53.55352965
5,111.43708,57.44222308,83.42645642,36.71205414,1.419140286,1.48911435,157.0546,16.06872923,61.61968167,53.6753899
5,111.43708,57.49571538,83.42645642,36.72359828,1.419140286,1.49544982,157.0546,14.69419231,61.61968167,53.78757582
5,111.43708,57.55366538,83.42645642,36.73610853,1.419140286,1.487361482,157.0546,16.36678231,61.61968167,53.90878722
5,111.43708,57.60715769,83.42645642,36.74766024,1.419140286,1.465193776,157.0546,17.91071154,61.61968167,54.02037809
4,97.4816,57.7186,70.11038829,36.77173797,1.15476159,1.338211231,157.0546,12.51216923,61.42030895,54.25195247
5,72.32465,81.34673571,58.63710174,68.10381676,1.44461203,1.152449597,121.3276,38.4385,40.05351182,40.67105022
5,72.32465,81.23672143,58.63710174,67.97824799,1.44461203,1.182832087,121.3276,37.64071429,40.05351182,40.72942564
5,72.32465,81.12670714,58.63710174,67.85291074,1.44461203,1.207753561,121.3276,36.95065714,40.05351182,40.78742079
5,72.32465,81.01669286,58.63710174,67.72780458,1.44461203,1.228983408,121.3276,36.95065714,40.05351182,40.84503726
5,72.89433,81.38742714,59.22342104,68.15223368,1.447755744,1.154173178,121.3276,38.39780857,39.83472978,40.64693311
5,72.89433,81.31810429,59.22342104,68.07493764,1.447755744,1.185556979,121.3276,37.55933143,39.83472978,40.68142573
5,72.942289,81.39085279,59.27173424,68.1562034,1.448003392,1.154317088,121.3276,38.39438293,39.81774444,40.64503042
5,72.942289,81.25905836,59.27173424,68.00961213,1.448003392,1.211482148,121.3276,36.95065714,39.81774444,40.71010654
5,72.942289,81.19316114,59.27173424,67.93643477,1.448003392,1.233285136,121.3276,36.95065714,39.81774444,40.74244575
5,74.23165,81.48295,60.51522055,68.25735587,1.453747136,1.158120197,121.3276,38.30228571,39.44587456,40.60131985
5,74.23165,81.50915,60.51522055,68.28510554,1.453747136,1.191749662,121.3276,37.36828571,39.44587456,40.59032695
4,94.8431,91.9702,69.01608234,74.36875512,1.163801064,1.163112474,146.5006,36.95065714,58.26271401,49.69090056
4,76.4445625,81.45675,59.35667247,68.22961748,1.199540745,1.108189293,121.3276,36.95065714,43.82335412,40.61229287
4,76.4445625,81.45675,59.35667247,68.22961748,1.199540745,1.108189293,121.3276,36.95065714,43.82335412,40.61229287
4,76.5177175,56.80881707,59.31009613,35.77343242,1.197273033,0.981879784,122.90607,34.83315993,44.28945853,52.53320698
5,75.10025,51.27417462,61.29864157,34.95022696,1.456707899,1.322053906,121.3276,20.80543231,39.28890171,44.20204255
5,75.10025,51.31693846,61.29864157,34.97268017,1.456707899,1.352656126,121.3276,20.32273462,39.28890171,44.21687993
5,75.10025,51.38821154,61.29864157,35.01013424,1.456707899,1.390803357,121.3276,19.51823846,39.28890171,44.24150596
4,76.4445625,51.29997396,59.35667247,34.97732928,1.199540745,1.291651503,121.3276,14.31033513,43.82335412,44.20447902
5,72.32465,51.17457923,58.63710174,34.8936318,1.44461203,1.335512173,121.3276,20.61173846,40.05351182,44.17847378
4,93.5306,56.50290769,68.45176101,36.5018478,1.168103274,1.334656273,141.2506,12.51216923,56.7636543,51.77436164
4,92.2091,56.09629231,67.86910795,36.40596498,1.172280292,1.333060578,135.9646,12.51216923,55.30769533,50.99645008
4,90.2786,89.36191429,66.98998734,73.1132338,1.178059558,1.155591411,128.2426,36.95065714,53.2860956,46.28261861
4,90.2786,89.55948571,66.98998734,73.21593073,1.178059558,1.177906071,128.2426,33.02702857,53.2860956,46.50119373
4,90.2786,89.44094286,66.98998734,73.15429528,1.178059558,1.166093844,128.2426,35.38120571,53.2860956,46.37027331
4,90.2786,89.67802857,66.98998734,73.27761812,1.178059558,1.18517548,128.2426,30.67285143,53.2860956,46.63144524
5,80.34765,81.59566714,65.34218983,68.35024695,1.462780669,1.134326264,121.3276,38.82502857,39.96655428,40.60622704
5,80.34765,81.73458429,65.34218983,68.47108969,1.462780669,1.153368323,121.3276,38.41377143,39.96655428,40.59968498
5,80.34765,81.94296,65.34218983,68.6527545,1.462780669,1.177140089,121.3276,37.79688571,39.96655428,40.58897845
5,80.34765,82.15133571,65.34218983,68.83490131,1.462780669,1.197395652,121.3276,37.18,39.96655428,40.57719904
5,74.23165,81.46461,60.51522055,68.23793782,1.453747136,1.127352602,121.3276,38.95608571,39.44587456,40.60900305
5,74.23165,81.47247,60.51522055,68.24625916,1.453747136,1.141710717,121.3276,38.67588571,39.44587456,40.60571144
5,74.23165,81.48426,60.51522055,68.25874309,1.453747136,1.160018715,121.3276,38.25558571,39.44587456,40.60077068
5,74.23165,81.49605,60.51522055,68.2712293,1.453747136,1.175960057,121.3276,37.83528571,39.44587456,40.59582588
5,66.55195772,81.30004517,50.69778432,67.97959277,1.383686271,1.117389356,121.3276,39.12065055,43.90721593,40.75140496
5,66.55195772,81.14334033,50.69778432,67.73048426,1.383686271,1.124619204,121.3276,39.00501538,43.90721593,40.88944322
5,66.55195772,80.93312182,50.69778432,67.36414698,1.383686271,1.134155185,121.3276,38.88711566,43.90721593,41.11864433
5,66.55195772,80.67322583,50.69778432,66.98862245,1.383686271,1.142705366,121.3276,38.65810989,43.90721593,41.29722234
5,88.936744,81.46802479,70.35897547,68.23518753,1.445824393,1.164950941,122.90607,37.26319664,46.48233522,40.62801807
5,88.936744,81.49057436,70.35897547,68.24632899,1.445824393,1.237364825,122.90607,34.00793571,46.48233522,40.65944084
5,88.936744,81.51312393,70.35897547,68.25747227,1.445824393,1.290720528,122.90607,32.04612143,46.48233522,40.69082685
5,88.936744,81.5356735,70.35897547,68.26861737,1.445824393,1.332658399,122.90607,30.08430714,46.48233522,40.72217618
4,76.4445625,51.24566538,59.35667247,34.93526616,1.199540745,1.291888138,121.3276,14.28831923,43.82335412,44.19212522
4,90.2786,55.50229231,66.98998734,36.26021023,1.178059558,1.330322399,128.2426,12.51216923,53.2860956,49.90972967
4,91.8081,55.97290769,67.68930284,36.37626079,1.173513988,1.33253261,134.3606,12.51216923,54.87713673,50.76577001
4,92.2091,56.09629231,67.86910795,36.40596498,1.172280292,1.333060578,135.9646,12.51216923,55.30769533,50.99645008
4,93.5306,56.50290769,68.45176101,36.5018478,1.168103274,1.334656273,141.2506,12.51216923,56.7636543,51.77436164
4,94.8431,56.90675385,69.01608234,36.59417676,1.163801064,1.336031621,146.5006,12.51216923,58.26271401,52.57294242
4,95.45068,57.09370154,69.27269554,36.63598859,1.161762834,1.336600888,148.93092,12.51216923,58.97342845,52.95105755
4,96.03285,57.27283077,69.51592978,36.67552162,1.159784345,1.337107754,151.2596,12.51216923,59.66389153,53.31822319
4,96.4516525,57.40169308,69.68934187,36.70364796,1.158346429,1.33744956,152.93481,12.51216923,60.16614927,53.58524361
4,97.4816,57.7186,70.11038829,36.77173797,1.15476159,1.338211231,157.0546,12.51216923,61.42030895,54.25195247
5,61.357238,47.65725643,26.27015125,27.11916065,1.217666928,1.301258301,136.31906,19.54614714,49.46613524,44.5066822
5,61.357238,47.65725643,26.27015125,27.11916065,1.217666928,1.301258301,136.31906,19.54614714,49.46613524,44.5066822
4,93.5306,56.50290769,68.45176101,36.5018478,1.168103274,1.334656273,141.2506,12.51216923,56.7636543,51.77436164
4,94.8431,56.90675385,69.01608234,36.59417676,1.163801064,1.336031621,146.5006,12.51216923,58.26271401,52.57294242
4,91.8081,55.97290769,67.68930284,36.37626079,1.173513988,1.33253261,134.3606,12.51216923,54.87713673,50.76577001
4,95.45068,57.09370154,69.27269554,36.63598859,1.161762834,1.336600888,148.93092,12.51216923,58.97342845,52.95105755
4,76.4445625,51.24566538,59.35667247,34.93526616,1.199540745,1.291888138,121.3276,14.28831923,43.82335412,44.19212522
4,90.2786,55.50229231,66.98998734,36.26021023,1.178059558,1.330322399,128.2426,12.51216923,53.2860956,49.90972967
5,78.63588,56.73810769,57.81149035,38.25212037,1.364531443,1.438377585,128.2426,18.66069231,53.04468026,49.10877139
